i.data, BY, AGE, R, i, m, d, d.rate, i.rate, m.rate, N, S.i, S.m, I, M, D, I.est, M.est
6, 1996, 4, 67780, 0.200230444245295, 0.941571954538178, 0.58086033867462, 0.5, 0.187150837988827, 0.958762886597938, 358, 17, 279, 67, 279, 6, 85, 279
6, 1996, 5, 67780, 0.712328767123288, 1, NA, NA, 0.666666666666667, 1, 6, 1, 2, 4, 2, NA, 5, 2
6, 1997, 1, 67780, 0, 0, 0.938552243462477, 0.937975804071998, 0, 0, 67780, 0, 0, 0, 0, 63576, 0, 0
6, 1997, 2, 67780, 0.00017732762060234, 0.00538496747864283, 0.549562598550708, 0.53416149068323, 0.000237868696479543, 0.00404472995479419, 4204, 0, 17, 1, 17, 2236, 0, 17
6, 1997, 3, 67780, 0.0842746816302696, 0.197372366348383, 0.58086033867462, 0.568781183178902, 0.0882051282051282, 0.210911136107987, 1950, 44, 375, 172, 375, 798, 220, 375
6, 1997, 4, 67780, 0.328536476283181, 0.939858167143361, 0.473179425931746, 0.463414634146341, 0.285950413223141, 0.905092592592593, 605, 36, 391, 173, 391, 19, 180, 391
6, 1997, 5, 67780, 0.338762214983713, 1, NA, NA, 0.318181818181818, 1, 22, 0, 15, 7, 15, NA, 0, 15
6, 1998, 1, 67780, 0, 0, 0.963807071764288, 0.963115963411036, 0, 0, 67780, 0, 0, 0, 0, 65280, 0, 0
6, 1998, 2, 67780, 0.00017732762060234, 0.00518350282023476, 0.58086033867462, 0.562903225806452, 0, 0.008, 2500, 0, 20, 0, 20, 1396, 0, 20
6, 1998, 3, 67780, 0.254382657223757, 0.376626362006345, 0.473179425931746, 0.490566037735849, 0.238929889298893, 0.357575757575758, 1084, 49, 295, 259, 295, 260, 245, 295
6, 1998, 4, 67780, 0.201489785382403, 0.93950309411656, 0.226024423145283, 0.166666666666667, 0.222222222222222, 0.942857142857143, 270, 9, 198, 60, 198, 2, 45, 198
6, 1998, 5, 67780, 0.67175572519084, 1, NA, NA, 0.6, 1, 10, 1, 4, 6, 4, NA, 5, 4
6, 1999, 1, 67780, 0, 0, 0.989655700076511, 0.989569194452641, 0, 0, 67780, 0, 0, 0, 0, 67073, 0, 0
6, 1999, 2, 67780, 0.00017732762060234, 0.010989010989011, 0.473179425931746, 0.446175637393768, 0, 0.00141442715700141, 707, 0, 1, 0, 1, 315, 0, 1
6, 1999, 3, 67780, 0.105128205128205, 0.247851002865329, 0.226024423145283, 0.21505376344086, 0.104859335038363, 0.202857142857143, 391, 6, 71, 41, 71, 60, 30, 71
6, 1999, 4, 67780, 0.0365079365079365, 0.913509060955519, 0.231205820000084, 0.260869565217391, 0.0365296803652968, 0.890995260663507, 219, 1, 188, 8, 188, 6, 5, 188
6, 1999, 5, 67780, 0.857142857142857, 1, NA, NA, 0.588235294117647, 1, 17, 2, 7, 10, 7, NA, 10, 7
6, 2000, 1, 67780, 0, 0, 0.993655334211393, 0.994142814989672, 0, 0, 67780, 0, 0, 0, 0, 67383, 0, 0
6, 2000, 2, 67780, 0.00017732762060234, 0.00681154719429128, 0.226024423145283, 0.241813602015113, 0, 0, 397, 0, 0, 0, 0, 96, 0, 0
6, 2000, 3, 67780, 0.00017732762060234, 0.291312867406924, 0.231205820000084, 0.272727272727273, 0, 0.232558139534884, 301, 0, 70, 0, 70, 63, 0, 70
6, 2000, 4, 67780, 0.328341013824885, 0.9950874435056, 0.201748857722773, NaN, 0.291666666666667, 1, 168, 11, 119, 49, 119, 0, 55, 119
6, 2000, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
6, 2001, 1, 67780, 0, 0, 0.990463532556357, 0.990439657716141, 0, 0, 67780, 0, 0, 0, 0, 67132, 0, 0
6, 2001, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.231205820000084, 0.227554179566563, 0, 0.00308641975308642, 648, 0, 2, 0, 2, 147, 0, 2
6, 2001, 3, 67780, 0.0704827657272399, 0.495316224156089, 0.201748857722773, 0.246963562753036, 0.0601202404809619, 0.473347547974414, 499, 6, 222, 30, 222, 61, 30, 222
6, 2001, 4, 67780, 0.00017732762060234, 0.898407468423943, 0.339980650653301, 0.352941176470588, 0, 0.908602150537634, 186, 0, 169, 0, 169, 6, 0, 169
6, 2001, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 11, 0, 11, 0, 11, NA, 0, 11
6, 2002, 1, 67780, 0, 0, 0.990854411860329, 0.990572440247861, 0, 0, 67780, 0, 0, 0, 0, 67141, 0, 0
6, 2002, 2, 67780, 0.00017732762060234, 0.00568787771062922, 0.201748857722773, 0.196540880503145, 0, 0.00469483568075117, 639, 0, 3, 0, 3, 125, 0, 3
6, 2002, 3, 67780, 0.00017732762060234, 0.593016327017042, 0.339980650653301, 0.330232558139535, 0, 0.579256360078278, 511, 0, 296, 0, 296, 71, 0, 296
6, 2002, 4, 67780, 0.00017732762060234, 0.9950874435056, 0.319471381767528, NaN, 0, 1, 144, 0, 144, 0, 144, 0, 0, 144
6, 2002, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
6, 2003, 1, 67780, 0, 0, 0.98909313132291, 0.988300383593981, 0, 0, 67780, 0, 0, 0, 0, 66987, 0, 0
6, 2003, 2, 67780, 0.00017732762060234, 0.0173970930877621, 0.339980650653301, 0.363520408163265, 0, 0.0113493064312736, 793, 0, 9, 0, 9, 285, 0, 9
6, 2003, 3, 67780, 0.00017732762060234, 0.387886452428807, 0.319471381767528, 0.255451713395639, 0, 0.356713426853707, 499, 0, 178, 0, 178, 82, 0, 178
6, 2003, 4, 67780, 0.0564471499723298, 0.95405669599218, 0.630864054420789, 0.7, 0.0753138075313808, 0.95475113122172, 239, 7, 211, 18, 211, 7, 35, 211
6, 2003, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 3, 0, 3, 0, 3, NA, 0, 3
7, 1979, 1, 67780, 0, 0, 0.938655494505494, 0.939200354086751, 0, 0, 67780, 0, 0, 0, 0, 63659, 0, 0
7, 1979, 2, 67780, 0.00017732762060234, 0.00519494478131969, 0.451869645500778, 0.443359375, 0.000485319097306479, 0.00558387958242292, 4121, 1, 23, 2, 23, 1816, 5, 23
7, 1979, 3, 67780, 0.470274699055525, 0.184923939831733, 0.598404840737821, 0.578890097932535, 0.500438596491228, 0.19315188762072, 2280, 244, 220, 1141, 220, 532, 1220, 220
7, 1979, 4, 67780, 0.825878427692629, 0.952095808383233, 0.2533993061295, 0, 0.824289405684755, 0.955882352941177, 387, 62, 65, 319, 65, 0, 310, 65
7, 1979, 5, 67780, 0.375, 1, NA, NA, 0.333333333333333, 1, 3, 0, 2, 1, 2, NA, 0, 2
7, 1980, 1, 67780, 0, 0, 0.964292309891366, 0.965151962230747, 0, 0, 67780, 0, 0, 0, 0, 65418, 0, 0
7, 1980, 2, 67780, 0.00742961679029346, 0.0216168256336835, 0.598404840737821, 0.600961538461538, 0.00677392040643522, 0.0247229326513214, 2362, 6, 58, 16, 58, 1375, 30, 58
7, 1980, 3, 67780, 0.151033615696943, 0.156927484159161, 0.2533993061295, 0.273402674591382, 0.146768893756846, 0.13607188703466, 913, 24, 106, 134, 106, 184, 120, 106
7, 1980, 4, 67780, 0.494485558787111, 0.838507547707206, 0.190587845622456, 0.166666666666667, 0.503067484662577, 0.851851851851852, 489, 70, 207, 246, 207, 6, 350, 207
7, 1980, 5, 67780, 0.135802469135802, 1, NA, NA, 0.0666666666666667, 1, 30, 0, 28, 2, 28, NA, 0, 28
7, 1981, 1, 67780, 0, 0, 0.983700007647014, 0.984154617881381, 0, 0, 67780, 0, 0, 0, 0, 66706, 0, 0
7, 1981, 2, 67780, 0.00017732762060234, 0.00187656869414276, 0.2533993061295, 0.250698974836906, 0, 0.000931098696461825, 1074, 0, 1, 0, 1, 269, 0, 1
7, 1981, 3, 67780, 0.162064346313835, 0.127892301220025, 0.190587845622456, 0.201022146507666, 0.169154228855721, 0.12125748502994, 804, 28, 81, 136, 81, 118, 140, 81
7, 1981, 4, 67780, 0.352789837594469, 0.993788819875776, 0.461318193158469, 0.5, 0.390191897654584, 0.993006993006993, 469, 32, 284, 183, 284, 1, 160, 284
7, 1981, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
7, 1982, 1, 67780, 0, 0, 0.927440644995796, 0.926881085866037, 0, 0, 67780, 0, 0, 0, 0, 62824, 0, 0
7, 1982, 2, 67780, 0.000432087399496716, 0.00510869485127066, 0.190587845622456, 0.18760162601626, 0.000201775625504439, 0.0070635721493441, 4956, 0, 35, 1, 35, 923, 0, 35
7, 1982, 3, 67780, 0.315561052561415, 0.372233944705946, 0.461318193158469, 0.461716937354988, 0.310232674505879, 0.3746826260428, 3997, 249, 1033, 1240, 1033, 796, 1245, 1033
7, 1982, 4, 67780, 0.556867476801976, 0.988006482982172, 0.364293424430591, 0, 0.552801724137931, 0.997590361445783, 928, 104, 414, 513, 414, 0, 520, 414
7, 1982, 5, 67780, 0.72972972972973, 1, NA, NA, 1, NaN, 1, 0, 0, 1, 0, NA, 0, 0
7, 1983, 1, 67780, 0, 0, 0.898807500686103, 0.89822956624373, 0, 0, 67780, 0, 0, 0, 0, 60882, 0, 0
7, 1983, 2, 67780, 0.00017732762060234, 0.00250389277079209, 0.461318193158469, 0.462712603576101, 0.000434908669179472, 0.00232052211747643, 6898, 1, 16, 3, 16, 3183, 5, 16
7, 1983, 3, 67780, 0.195291847412556, 0.085782521811181, 0.364293424430591, 0.369017172086226, 0.191558441558442, 0.0840026773761714, 3696, 148, 251, 708, 251, 1010, 740, 251
7, 1983, 4, 67780, 0.559009081054184, 0.969574853919001, 0.527567710693972, 0.388888888888889, 0.588303416328894, 0.974683544303797, 1727, 195, 693, 1016, 693, 7, 975, 693
7, 1983, 5, 67780, 0.463576158940397, 1, NA, NA, 0.272727272727273, 1, 11, 1, 8, 3, 8, NA, 5, 8
7, 1984, 1, 67780, 0, 0, 0.905105076142132, 0.906344054293302, 0, 0, 67780, 0, 0, 0, 0, 61432, 0, 0
7, 1984, 2, 67780, 0.000267461204752251, 0.00973819244166448, 0.364293424430591, 0.368496420047733, 0.000157529930686831, 0.00976839451709469, 6348, 0, 62, 1, 62, 2316, 0, 62
7, 1984, 3, 67780, 0.273016593452313, 0.145676167824891, 0.527567710693972, 0.512556607657472, 0.288989669942051, 0.139262934089298, 3969, 220, 393, 1147, 393, 1245, 1100, 393
7, 1984, 4, 67780, 0.560224455174214, 0.880811078140455, 0.624597664361772, 0.543859649122807, 0.557432432432432, 0.891221374045801, 1184, 141, 467, 660, 467, 31, 705, 467
7, 1984, 5, 67780, 0.612033195020747, 1, NA, NA, 0.576923076923077, 1, 26, 6, 11, 15, 11, NA, 30, 11
7, 1985, 1, 67780, 0, 0, 0.935017078366353, 0.934597226320449, 0, 0, 67780, 0, 0, 0, 0, 63347, 0, 0
7, 1985, 2, 67780, 0.000322965468935768, 0.00226148866529766, 0.527567710693972, 0.523195293052727, 0.000676742612226483, 0.00248306997742664, 4433, 1, 11, 3, 11, 2312, 5, 11
7, 1985, 3, 67780, 0.140335823236442, 0.0730722600845134, 0.624597664361772, 0.63037080635668, 0.135263407688657, 0.0675082327113063, 2107, 42, 123, 285, 123, 1071, 210, 123
7, 1985, 4, 67780, 0.521809800759375, 0.9557851129936, 0.192382894650167, 0.461538461538462, 0.535031847133758, 0.955479452054795, 628, 71, 279, 336, 279, 6, 355, 279
7, 1985, 5, 67780, 0.843843843843844, 1, NA, NA, 1, NaN, 7, 0, 0, 7, 0, NA, 0, 0
7, 1986, 1, 67780, 0, 0, 0.995901329243354, 0.99558866922396, 0, 0, 67780, 0, 0, 0, 0, 67481, 0, 0
7, 1986, 2, 67780, 0.00017732762060234, 0.00748409629537233, 0.624597664361772, 0.655405405405405, 0, 0.0100334448160535, 299, 0, 3, 0, 3, 194, 0, 3
7, 1986, 3, 67780, 0.179464622345105, 0.117016388420891, 0.192382894650167, 0.123287671232877, 0.166666666666667, 0.141176470588235, 102, 4, 12, 17, 12, 9, 20, 12
7, 1986, 4, 67780, 0.770164787510841, 0.867924528301887, 0.249065308838663, 0, 0.8125, 0.916666666666667, 64, 10, 11, 52, 11, 0, 50, 11
7, 1986, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
7, 1987, 1, 67780, 0, 0, 0.978806423611111, 0.979787547949248, 0, 0, 67780, 0, 0, 0, 0, 66410, 0, 0
7, 1987, 2, 67780, 0.00017732762060234, 0.0213802989965185, 0.192382894650167, 0.197916666666667, 0, 0.018978102189781, 1370, 0, 26, 0, 26, 266, 0, 26
7, 1987, 3, 67780, 0.424224668312895, 0.269826270262412, 0.249065308838663, 0.248322147651007, 0.410946196660482, 0.296062992125984, 1078, 89, 188, 443, 188, 111, 445, 188
7, 1987, 4, 67780, 0.243404678944749, 0.967105263157895, 0.345241763937242, 0.25, 0.24702380952381, 0.968379446640316, 336, 11, 245, 83, 245, 2, 55, 245
7, 1987, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 6, 0, 6, 0, 6, NA, 0, 6
7, 1988, 1, 67780, 0, 0, 0.997995584180377, 0.998037769253467, 0, 0, 67780, 0, 0, 0, 0, 67647, 0, 0
7, 1988, 2, 67780, 0.00017732762060234, 0.0203045685279188, 0.249065308838663, 0.267175572519084, 0, 0.0150375939849624, 133, 0, 2, 0, 2, 35, 0, 2
7, 1988, 3, 67780, 0.0466321243523316, 0.190217391304348, 0.345241763937242, 0.207792207792208, 0.0416666666666667, 0.16304347826087, 96, 1, 15, 4, 15, 16, 5, 15
7, 1988, 4, 67780, 0.10738255033557, 0.9950874435056, 0.267044349277317, NaN, 0.131147540983607, 1, 61, 2, 53, 8, 53, 0, 10, 53
7, 1988, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
7, 1989, 1, 67780, 0, 0, 0.97314090529829, 0.972676305694895, 0, 0, 67780, 0, 0, 0, 0, 65928, 0, 0
7, 1989, 2, 67780, 0.00017732762060234, 0.0116493544316086, 0.345241763937242, 0.343137254901961, 0.00107991360691145, 0.00756756756756757, 1852, 0, 14, 2, 14, 630, 0, 14
7, 1989, 3, 67780, 0.0277379432275808, 0.253126704786535, 0.267044349277317, 0.279768786127168, 0.0232172470978441, 0.265704584040747, 1206, 7, 313, 28, 313, 242, 35, 313
7, 1989, 4, 67780, 0.0637089138374138, 0.929211210632765, 0.380720590868449, 0.434782608695652, 0.0786516853932584, 0.9198606271777, 623, 7, 528, 49, 528, 20, 35, 528
7, 1989, 5, 67780, 0.0790816326530612, 1, NA, NA, 0.115384615384615, 1, 26, 0, 23, 3, 23, NA, 0, 23
7, 1990, 1, 67780, 0, 0, 0.991103552037679, 0.990690469164945, 0, 0, 67780, 0, 0, 0, 0, 67149, 0, 0
7, 1990, 2, 67780, 0.00017732762060234, 0.00490196078431373, 0.267044349277317, 0.298887122416534, 0, 0.00316957210776545, 631, 0, 2, 0, 2, 188, 0, 2
7, 1990, 3, 67780, 0.0729064039408867, 0.473963868225292, 0.380720590868449, 0.382075471698113, 0.0748299319727891, 0.480392156862745, 441, 5, 196, 33, 196, 81, 25, 196
7, 1990, 4, 67780, 0.390151515151515, 0.9950874435056, 0.244954112510985, NaN, 0.305343511450382, 1, 131, 6, 91, 40, 91, 0, 30, 91
7, 1990, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
7, 1991, 1, 67780, 0, 0, 0.982413980600886, 0.982723517261729, 0, 0, 67780, 0, 0, 0, 0, 66609, 0, 0
7, 1991, 2, 67780, 0.00017732762060234, 0.00307269811701219, 0.380720590868449, 0.383690987124464, 0.00085397096498719, 0.00427350427350427, 1171, 0, 5, 1, 5, 447, 0, 5
7, 1991, 3, 67780, 0.0248114579621086, 0.268175847185596, 0.244954112510985, 0.281553398058252, 0.0222841225626741, 0.266381766381766, 718, 4, 187, 16, 187, 145, 20, 187
7, 1991, 4, 67780, 0.148997908090964, 0.936959797002617, 0.22266725095388, 0.157894736842105, 0.118918918918919, 0.941717791411043, 370, 8, 307, 44, 307, 3, 40, 307
7, 1991, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 16, 0, 16, 0, 16, NA, 0, 16
7, 1992, 1, 67780, 0, 0, 0.994979633655696, 0.995101799940986, 0, 0, 67780, 0, 0, 0, 0, 67448, 0, 0
7, 1992, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.244954112510985, 0.25, 0, 0, 332, 0, 0, 0, 0, 83, 0, 0
7, 1992, 3, 67780, 0.0408163265306122, 0.151530877010898, 0.22266725095388, 0.24, 0.0481927710843374, 0.156118143459916, 249, 3, 37, 12, 37, 48, 15, 37
7, 1992, 4, 67780, 0.13914373088685, 0.9950874435056, 0.296600936006381, NaN, 0.138157894736842, 1, 152, 5, 131, 21, 131, 0, 25, 131
7, 1992, 5, 67780, 0.292913795100716, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
7, 1993, 1, 67780, 0, 0, 0.984913310961969, 0.985556211271762, 0, 0, 67780, 0, 0, 0, 0, 66801, 0, 0
7, 1993, 2, 67780, 0.00017732762060234, 0.02263304229062, 0.22266725095388, 0.234131113423517, 0, 0.0183861082737487, 979, 0, 18, 0, 18, 225, 0, 18
7, 1993, 3, 67780, 0.0211608524230174, 0.294090654157956, 0.296600936006381, 0.309477756286267, 0.0190217391304348, 0.28393351800554, 736, 1, 205, 14, 205, 160, 5, 205
7, 1993, 4, 67780, 0.135789093535572, 0.989552862515671, 0.57932738671338, NaN, 0.134453781512605, 1, 357, 15, 309, 48, 309, 0, 75, 309
7, 1993, 5, 67780, 0.00017732762060234, 1, NA, NA, NaN, NaN, 0, 0, 0, 0, 0, NA, 0, 0
7, 1994, 1, 67780, 0, 0, 0.968625998092638, 0.969282974328711, 0, 0, 67780, 0, 0, 0, 0, 65698, 0, 0
7, 1994, 2, 67780, 0.00017732762060234, 0.0196091578939526, 0.296600936006381, 0.312530712530713, 0, 0.0225744476464938, 2082, 0, 47, 0, 47, 636, 0, 47
7, 1994, 3, 67780, 0.0087543980971343, 0.510154171681782, 0.57932738671338, 0.588888888888889, 0.0107219442458899, 0.479768786127168, 1399, 5, 664, 15, 664, 424, 25, 664
7, 1994, 4, 67780, 0.116754049612646, 0.871090635244086, 0.378454774816835, 0.390243902439024, 0.0844594594594595, 0.848708487084871, 296, 5, 230, 25, 230, 16, 25, 230
7, 1994, 5, 67780, 0.0378006872852234, 1, NA, NA, 0.04, 1, 25, 1, 24, 1, 24, NA, 5, 24
7, 1995, 1, 67780, 0, 0, 0.977016696944337, 0.977146650929478, 0, 0, 67780, 0, 0, 0, 0, 66231, 0, 0
7, 1995, 2, 67780, 0.00017732762060234, 0.00621683429916295, 0.57932738671338, 0.586475942782835, 0, 0.00710135571336346, 1549, 0, 11, 0, 11, 902, 0, 11
7, 1995, 3, 67780, 0.0266315154494068, 0.30187986319921, 0.378454774816835, 0.359223300970874, 0.0188679245283019, 0.33974358974359, 636, 4, 212, 12, 212, 148, 20, 212
7, 1995, 4, 67780, 0.163406214039125, 0.9950874435056, 0.549562598550708, 0, 0.166666666666667, 0.995454545454545, 264, 12, 219, 44, 219, 0, 60, 219
7, 1995, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
7, 1996, 1, 67780, 0, 0, 0.977026081690611, 0.976881085866037, 0, 0, 67780, 0, 0, 0, 0, 66213, 0, 0
7, 1996, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.378454774816835, 0.384025559105431, 0.000638162093171666, 0.000638569604086846, 1567, 0, 1, 1, 1, 601, 0, 1
7, 1996, 3, 67780, 0.0395201129146083, 0.0743286482899197, 0.549562598550708, 0.543053960964409, 0.0269709543568465, 0.0714285714285714, 964, 3, 67, 26, 67, 473, 15, 67
7, 1996, 4, 67780, 0.200230444245295, 0.941571954538178, 0.58086033867462, 0.823529411764706, 0.188442211055276, 0.947368421052632, 398, 13, 306, 75, 306, 14, 65, 306
7, 1996, 5, 67780, 0.712328767123288, 1, NA, NA, 0.666666666666667, 1, 3, 0, 1, 2, 1, NA, 0, 1
7, 1997, 1, 67780, 0, 0, 0.938552243462477, 0.936972558276778, 0, 0, 67780, 0, 0, 0, 0, 63508, 0, 0
7, 1997, 2, 67780, 0.00017732762060234, 0.00538496747864283, 0.549562598550708, 0.556447803495512, 0.000468164794007491, 0.00843091334894614, 4272, 0, 36, 2, 36, 2356, 0, 36
7, 1997, 3, 67780, 0.0842746816302696, 0.197372366348383, 0.58086033867462, 0.553454545454545, 0.0798722044728434, 0.204282407407407, 1878, 34, 353, 150, 353, 761, 170, 353
7, 1997, 4, 67780, 0.328536476283181, 0.939858167143361, 0.473179425931746, 0.483870967741935, 0.306188925081433, 0.927230046948357, 614, 36, 395, 188, 395, 15, 180, 395
7, 1997, 5, 67780, 0.338762214983713, 1, NA, NA, 0.125, 1, 16, 0, 14, 2, 14, NA, 0, 14
7, 1998, 1, 67780, 0, 0, 0.963807071764288, 0.963986426674535, 0, 0, 67780, 0, 0, 0, 0, 65339, 0, 0
7, 1998, 2, 67780, 0.00017732762060234, 0.00518350282023476, 0.58086033867462, 0.587968685620107, 0.000409668168783286, 0.00532786885245902, 2441, 1, 13, 1, 13, 1427, 5, 13
7, 1998, 3, 67780, 0.254382657223757, 0.376626362006345, 0.473179425931746, 0.477434679334917, 0.284, 0.412011173184358, 1000, 66, 295, 284, 295, 201, 330, 295
7, 1998, 4, 67780, 0.201489785382403, 0.93950309411656, 0.226024423145283, 0.333333333333333, 0.2, 0.931818181818182, 220, 12, 164, 44, 164, 4, 60, 164
7, 1998, 5, 67780, 0.67175572519084, 1, NA, NA, 0.75, 1, 8, 0, 2, 6, 2, NA, 0, 2
7, 1999, 1, 67780, 0, 0, 0.989655700076511, 0.989392151077014, 0, 0, 67780, 0, 0, 0, 0, 67061, 0, 0
7, 1999, 2, 67780, 0.00017732762060234, 0.010989010989011, 0.473179425931746, 0.458274398868458, 0, 0.0166898470097357, 719, 0, 12, 0, 12, 324, 0, 12
7, 1999, 3, 67780, 0.105128205128205, 0.247851002865329, 0.226024423145283, 0.195571955719557, 0.0992167101827676, 0.214492753623188, 383, 5, 74, 38, 74, 53, 25, 74
7, 1999, 4, 67780, 0.0365079365079365, 0.913509060955519, 0.231205820000084, 0.227272727272727, 0.036697247706422, 0.895238095238095, 218, 2, 188, 8, 188, 5, 10, 188
7, 1999, 5, 67780, 0.857142857142857, 1, NA, NA, 0.882352941176471, 1, 17, 1, 2, 15, 2, NA, 5, 2
7, 2000, 1, 67780, 0, 0, 0.993655334211393, 0.994039539687223, 0, 0, 67780, 0, 0, 0, 0, 67376, 0, 0
7, 2000, 2, 67780, 0.00017732762060234, 0.00681154719429128, 0.226024423145283, 0.220843672456576, 0, 0.00247524752475248, 404, 0, 1, 0, 1, 89, 0, 1
7, 2000, 3, 67780, 0.00017732762060234, 0.291312867406924, 0.231205820000084, 0.213953488372093, 0, 0.315286624203822, 314, 0, 99, 0, 99, 46, 0, 99
7, 2000, 4, 67780, 0.328341013824885, 0.9950874435056, 0.201748857722773, 0, 0.301775147928994, 0.991525423728814, 169, 9, 117, 51, 117, 0, 45, 117
7, 2000, 5, 67780, 0.292913795100716, 1, NA, NA, 1, NaN, 1, 0, 0, 1, 0, NA, 0, 0
7, 2001, 1, 67780, 0, 0, 0.990463532556357, 0.990262614340513, 0, 0, 67780, 0, 0, 0, 0, 67120, 0, 0
7, 2001, 2, 67780, 0.00017732762060234, 0.00181789260799418, 0.231205820000084, 0.207575757575758, 0, 0, 660, 0, 0, 0, 0, 137, 0, 0
7, 2001, 3, 67780, 0.0704827657272399, 0.495316224156089, 0.201748857722773, 0.18359375, 0.0726577437858509, 0.472164948453608, 523, 4, 229, 38, 229, 47, 20, 229
7, 2001, 4, 67780, 0.00017732762060234, 0.898407468423943, 0.339980650653301, 0.35, 0, 0.904306220095694, 209, 0, 189, 0, 189, 7, 0, 189
7, 2001, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 13, 0, 13, 0, 13, NA, 0, 13
7, 2002, 1, 67780, 0, 0, 0.990854411860329, 0.990764237238123, 0, 0, 67780, 0, 0, 0, 0, 67154, 0, 0
7, 2002, 2, 67780, 0.00017732762060234, 0.00568787771062922, 0.201748857722773, 0.204838709677419, 0, 0.00958466453674121, 626, 0, 6, 0, 6, 127, 0, 6
7, 2002, 3, 67780, 0.00017732762060234, 0.593016327017042, 0.339980650653301, 0.349462365591398, 0, 0.622718052738337, 493, 0, 307, 0, 307, 65, 0, 307
7, 2002, 4, 67780, 0.00017732762060234, 0.9950874435056, 0.319471381767528, 0, 0, 0.991735537190083, 121, 0, 120, 0, 120, 0, 0, 120
7, 2002, 5, 67780, 0.292913795100716, 1, NA, NA, 0, 1, 1, 0, 1, 0, 1, NA, 0, 1
7, 2003, 1, 67780, 0, 0, 0.98909313132291, 0.989569194452641, 0, 0, 67780, 0, 0, 0, 0, 67073, 0, 0
7, 2003, 2, 67780, 0.00017732762060234, 0.0173970930877621, 0.339980650653301, 0.337209302325581, 0, 0.0268741159830269, 707, 0, 19, 0, 19, 232, 0, 19
7, 2003, 3, 67780, 0.00017732762060234, 0.387886452428807, 0.319471381767528, 0.323741007194245, 0, 0.390350877192982, 456, 0, 178, 0, 178, 90, 0, 178
7, 2003, 4, 67780, 0.0564471499723298, 0.95405669599218, 0.630864054420789, 0.571428571428571, 0.0372340425531915, 0.961325966850829, 188, 3, 174, 7, 174, 4, 15, 174
7, 2003, 5, 67780, 0.00017732762060234, 1, NA, NA, 0, 1, 3, 0, 3, 0, 3, NA, 0, 3
8, 1979, 1, 67780, 0, 0, 0.938655494505494, 0.937238123340218, 0, 0, 67780, 0, 0, 0, 0, 63526, 0, 0
8, 1979, 2, 67780, 0.00017732762060234, 0.00519494478131969, 0.451869645500778, 0.445495388980847, 0, 0.00587682181476258, 4254, 0, 25, 0, 25, 1884, 0, 25
8, 1979, 3, 67780, 0.470274699055525, 0.184923939831733, 0.598404840737821, 0.573529411764706, 0.470362473347548, 0.178743961352657, 2345, 211, 222, 1103, 222, 585, 1055, 222
8, 1979, 4, 67780, 0.825878427692629, 0.952095808383233, 0.2533993061295, 0.5, 0.845977011494253, 0.91044776119403, 435, 64, 61, 368, 61, 3, 320, 61
8, 1979, 5, 67780, 0.375, 1, NA, NA, 0.333333333333333, 1, 3, 0, 2, 1, 2, NA, 0, 2
8, 1980, 1, 67780, 0, 0, 0.964292309891366, 0.964384774269696, 0, 0, 67780, 0, 0, 0, 0, 65366, 0, 0
8, 1980, 2, 67780, 0.00742961679029346, 0.0216168256336835, 0.598404840737821, 0.595744680851064, 0.00745650372825186, 0.0191986644407346, 2414, 4, 46, 18, 46, 1400, 20, 46
8, 1980, 3, 67780, 0.151033615696943, 0.156927484159161, 0.2533993061295, 0.269393511988717, 0.124210526315789, 0.147836538461538, 950, 19, 123, 118, 123, 191, 95, 123
8, 1980, 4, 67780, 0.494485558787111, 0.838507547707206, 0.190587845622456, 0.224489795918367, 0.467181467181467, 0.822463768115942, 518, 43, 227, 242, 227, 11, 215, 227
8, 1980, 5, 67780, 0.135802469135802, 1, NA, NA, 0.210526315789474, 1, 38, 3, 30, 8, 30, NA, 15, 30
8, 1981, 1, 67780, 0, 0, 0.983700007647014, 0.982664502803187, 0, 0, 67780, 0, 0, 0, 0, 66605, 0, 0
