i.data, BY, AGE, R, i, m, d, d.rate, i.rate, m.rate, N, S.i, S.m, I, M, I.est, M.est, D
1, 1997, 2, 67780, 0.000366613135469485, 0.0096581178848657, 0.311620317161846, 0.311620317161846, 0.000366613135469485, 0.0096581178848657, 393.692999191131, 0.0288666049691692, 3.80093941126564, 0.144333024845846, 3.80093941126564, 0.144333024845846, 3.80093941126564, 121.453310224508
1, 1997, 3, 67780, 0.251693598763826, 0.288792768624602, 0.718562177973642, 0.718562177973642, 0.251693598763826, 0.288792768624602, 268.294416530512, 13.5055974449611, 57.9798929660704, 67.5279872248055, 57.9798929660704, 67.5279872248055, 57.9798929660704, 102.601004537521
1, 1997, 4, 67780, 0.314622176458205, 0.948896315421268, 0.254409659286791, 0.254409659286791, 0.314622176458205, 0.948896315421268, 40.1855318021146, 2.52865189554234, 26.1347607269551, 12.6432594777117, 26.1347607269551, 12.6432594777117, 26.1347607269551, 0.358084545948908
1, 1997, 5, 67780, 0.424013310893054, 1, NA, NA, 0.424013310893054, 1, 1.04942705149892, 0.0889942077293583, 0.604456012852126, 0.444971038646792, 0.604456012852126, 0.444971038646792, 0.604456012852126, NA
1, 1998, 1, 67780, 0, 0, 0.846737615057425, 0.846737615057425, 0, 0, 67780, 0, 0, 0, 0, 0, 0, 57391.8755485923
1, 1998, 2, 67780, 0.000746919288530434, 0.0161445508868462, 0.718562177973642, 0.718562177973642, 0.000746919288530434, 0.0161445508868462, 10388.1244514077, 1.55181810488221, 167.586336792836, 7.75909052441107, 167.586336792836, 7.75909052441107, 167.586336792836, 7338.51673871399
1, 1998, 3, 67780, 0.136298527684756, 0.43534430431855, 0.254409659286791, 0.254409659286791, 0.136298527684756, 0.43534430431855, 2874.2622853765, 78.3515435353278, 1080.74422399292, 391.757717676639, 1080.74422399292, 391.757717676639, 1080.74422399292, 356.621371444218
1, 1998, 4, 67780, 0.424013310893054, 0.948896315421268, 0.636057330809583, 0.636057330809583, 0.424013310893054, 0.948896315421268, 1045.13897226272, 88.6305671944963, 571.222426660497, 443.152835972481, 571.222426660497, 443.152835972481, 571.222426660497, 19.5674830328974
1, 1998, 5, 67780, 0.146882732354003, 1, NA, NA, 0.146882732354003, 1, 11.1962265968487, 0.328906470919941, 9.55169424224904, 1.6445323545997, 9.55169424224904, 1.6445323545997, 9.55169424224904, NA
1, 1999, 1, 67780, 0, 0, 0.998284723829782, 0.998284723829782, 0, 0, 67780, 0, 0, 0, 0, 0, 0, 67663.7385811826
1, 1999, 2, 67780, 0.000377539624875967, 0.0175894578077173, 0.254409659286791, 0.254409659286791, 0.000377539624875967, 0.0175894578077173, 116.261418817376, 0.00877865848957194, 2.04420326173803, 0.0438932924478597, 2.04420326173803, 0.0438932924478597, 2.04420326173803, 29.0467960166191
1, 1999, 3, 67780, 0.192628665839413, 0.463745946980851, 0.636057330809583, 0.636057330809583, 0.192628665839413, 0.463745946980851, 85.1265262465707, 3.27956183568414, 31.8726639815482, 16.3978091784207, 31.8726639815482, 16.3978091784207, 31.8726639815482, 23.4425627504402
1, 1999, 4, 67780, 0.146882732354003, 0.948896315421268, 0.260896342168726, 0.260896342168726, 0.146882732354003, 0.948896315421268, 13.4134903361616, 0.394042022195885, 10.8584864420084, 1.97021011097943, 10.8584864420084, 1.97021011097943, 10.8584864420084, 0.152570558953042
1, 1999, 5, 67780, 0.443409166606081, 1, NA, NA, 0.443409166606081, 1, 0.432223224220707, 0.0383303479278994, 0.24057148458121, 0.191651739639497, 0.24057148458121, 0.191651739639497, 0.24057148458121, NA
1, 2000, 1, 67780, 0, 0, 0.771130050395342, 0.771130050395342, 0, 0, 67780, 0, 0, 0, 0, 0, 0, 52267.1948157963
1, 2000, 2, 67780, 0.000551264470012414, 0.0129943664116561, 0.636057330809583, 0.636057330809583, 0.000551264470012414, 0.0129943664116561, 15512.8051842037, 1.71033166565518, 201.467951254436, 8.55165832827589, 201.467951254436, 8.55165832827589, 201.467951254436, 9733.44894654483
1, 2000, 3, 67780, 0.0597551223643121, 0.368265073726048, 0.260896342168726, 0.260896342168726, 0.0597551223643121, 0.368265073726048, 5569.33662807618, 66.5592783397475, 1928.43487621895, 332.796391698737, 1928.43487621895, 332.796391698737, 1928.43487621895, 863.072587974104
1, 2000, 4, 67780, 0.443409166606081, 0.948896315421268, 0.629803792942271, 0.629803792942271, 0.443409166606081, 0.948896315421268, 2445.03277218438, 216.829988767766, 1291.33670153716, 1084.14994383883, 1291.33670153716, 1084.14994383883, 1291.33670153716, 43.8004144483642
1, 2000, 5, 67780, 0.355104618844118, 1, NA, NA, 0.355104618844118, 1, 25.7457123600195, 1.828484274895, 16.6032909855445, 9.14242137447501, 16.6032909855445, 9.14242137447501, 16.6032909855445, NA
1, 2001, 1, 67780, 0, 0, 0.993760681428015, 0.993760681428015, 0, 0, 67780, 0, 0, 0, 0, 0, 0, 67357.0989871909
1, 2001, 2, 67780, 0.000158772443478061, 0.00521524458643852, 0.260896342168726, 0.260896342168726, 0.000158772443478061, 0.00521524458643852, 422.901012809147, 0.013429005430611, 2.2051820399129, 0.067145027153055, 2.2051820399129, 0.067145027153055, 2.2051820399129, 109.740485521347
1, 2001, 3, 67780, 0.203284345101494, 0.167740990855095, 0.629803792942271, 0.629803792942271, 0.203284345101494, 0.167740990855095, 310.888200220733, 12.6397408363308, 41.5476814899943, 63.1987041816539, 41.5476814899943, 63.1987041816539, 41.5476814899943, 129.828896687016
